"Função heurística: original",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@_ZN20ComputeNonbondedUtil36calc_self_energy_merge_fullelect_fepEP9nonbonded,637,74,0,257,7,285,8921.81,2402.58,2949.31,1.00167,720.506
function@_ZN20ComputeNonbondedUtil35calc_self_energy_slow_fullelect_fepEP9nonbonded,541,46,0,245,7,324,1383.88,69.7896,318.888,0.931362,1099.12
function@_ZN14ResizeArrayRawI6VectorE6resizeEi,2,0,0,2,0,9,0.494118,0,0.494118,0,3.34118
function@_ZN8MoleculeC2Ev,0,0,0,0,0,5,0,0,0,0,2
function@_ZN8MoleculeD2Ev,0,0,0,0,0,3,0,0,0,0,1.85185
function@_ZN8Molecule8readfileEP8_IO_FILE,4,0,0,2,0,13,0.793521,0,0.307617,0,6.22168
function@_ZN11ObjectArenaIcE11getNewArrayEi,0,0,0,0,0,6,0,0,0,0,27.25
function@_ZN11ResizeArrayIPcED2Ev,0,0,0,0,0,1,0,0,0,0,0.352941
function@_ZN11ResizeArrayIPcED0Ev,0,0,0,0,0,3,0,0,0,0,2.35294
function@_ZN14ResizeArrayRawIPcE3insERKS0_i,7,0,0,7,0,12,1.97647,0,1.97647,0,4.96471
function@_Z9dummy_erfi,0,0,0,0,0,1,0,0,0,0,1
function@_ZN20ComputeNonbondedUtil9calc_pairEP9nonbonded,327,28,0,147,8,175,410.941,71.3681,145.78,0.942308,792.275
function@_Z22pairlist_from_pairlistddddPK8CompAtomPKtiPtdPd,14,5,0,18,0,18,83.52,51,65.04,0,125
function@_ZN20ComputeNonbondedUtil16calc_pair_energyEP9nonbonded,331,31,0,142,3,186,1168.69,211.13,360.375,0.56044,613.78
function@_ZN20ComputeNonbondedUtil19calc_pair_fullelectEP9nonbonded,441,37,0,207,11,210,2139.47,286.845,1051.98,0.824176,1087.56
function@_ZN20ComputeNonbondedUtil26calc_pair_energy_fullelectEP9nonbonded,456,39,0,206,4,202,2849.3,372.74,1645.23,0.372253,1083.8
function@_ZN20ComputeNonbondedUtil25calc_pair_merge_fullelectEP9nonbonded,368,32,0,153,8,155,517.199,72.6126,170.832,0.942308,288.702
function@_ZN20ComputeNonbondedUtil32calc_pair_energy_merge_fullelectEP9nonbonded,372,30,0,166,8,175,1365.6,222.464,479.284,0.942308,654.563
function@_ZN20ComputeNonbondedUtil24calc_pair_slow_fullelectEP9nonbonded,339,31,0,171,3,173,430.987,68.1868,187.306,0.56044,519.473
function@_ZN20ComputeNonbondedUtil31calc_pair_energy_slow_fullelectEP9nonbonded,356,36,0,167,3,194,721.5,75.4382,181.973,0.56044,1006.84
function@_ZN20ComputeNonbondedUtil9calc_selfEP9nonbonded,279,35,0,130,12,157,579.521,120.887,111.196,1.26374,228.714
function@_ZN20ComputeNonbondedUtil16calc_self_energyEP9nonbonded,288,39,0,133,12,184,746.871,131.857,111.044,1.26374,541.82
function@_ZN20ComputeNonbondedUtil19calc_self_fullelectEP9nonbonded,334,43,0,157,11,169,736.404,133.663,155.033,1.08242,585.613
function@_ZN20ComputeNonbondedUtil26calc_self_energy_fullelectEP9nonbonded,337,43,0,168,10,189,2062.39,349.978,963.398,0.965659,926.412
function@_ZN20ComputeNonbondedUtil25calc_self_merge_fullelectEP9nonbonded,292,41,0,140,11,151,475.352,66.3118,125.273,1.14698,235.744
function@_ZN20ComputeNonbondedUtil32calc_self_energy_merge_fullelectEP9nonbonded,302,40,0,143,11,154,837.978,66.169,136.243,1.14698,246.714
function@_ZN20ComputeNonbondedUtil24calc_self_slow_fullelectEP9nonbonded,285,42,0,137,11,167,442.613,66.0288,125.359,1.14698,397.206
function@_ZN20ComputeNonbondedUtil31calc_self_energy_slow_fullelectEP9nonbonded,317,43,0,155,12,164,486.173,69.5701,144.063,1.33379,421.28
function@_ZN20ComputeNonbondedUtil20calc_pair_energy_intEP9nonbonded,415,45,0,179,10,162,1602.61,278.577,779.859,1.65385,553.727
function@_ZN20ComputeNonbondedUtil30calc_pair_energy_fullelect_intEP9nonbonded,530,45,0,228,5,214,3693.83,556.17,2244.02,0.896978,794.132
function@_ZN20ComputeNonbondedUtil36calc_pair_energy_merge_fullelect_intEP9nonbonded,445,49,0,178,4,195,1866.26,210.246,733.218,1.08516,572.195
function@_ZN20ComputeNonbondedUtil20calc_self_energy_intEP9nonbonded,353,48,0,145,10,193,1298.44,174.714,426.043,1.71016,347.079
function@_ZN20ComputeNonbondedUtil30calc_self_energy_fullelect_intEP9nonbonded,436,58,0,184,11,206,2261.35,551.691,1214.01,1.89148,806.291
function@_ZN20ComputeNonbondedUtil36calc_self_energy_merge_fullelect_intEP9nonbonded,396,50,0,169,12,201,1211.29,297.087,445.598,1.26374,517.75
function@_ZN14ResizeArrayRawI6VectorE6resizeEi,2,0,0,2,0,9,0.494118,0,0.494118,0,3.34118
