"Função heurística: div(cost,mul(area,degree))",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@get_mytaskid,0,0,0,0,0,0,0,0,0,0,0
function@get_numtasks,0,0,0,0,0,0,0,0,0,0,0
function@mpierror,0,0,0,0,0,0,0,0,0,0,0
function@reducerror,0,0,0,0,0,0,0,0,0,0,0
function@mpifinalize,0,0,0,0,0,0,0,0,0,0,0
function@mpiinit,0,0,0,0,0,0,0,0,0,0,0
function@getxyz,0,0,0,0,0,0,0,0,0,0,0
function@getxyzw,6,1,0,4,0,14,28.625,0.244141,2,0,97.6348
function@putxyz,0,0,0,0,0,0,0,0,0,0,0
function@putxyzw,0,0,0,0,0,11,0,0,0,0,27.875
function@strindex,0,0,0,0,0,5,0,0,0,0,2.92672
function@getxv,10,1,0,4,0,21,29.6094,0.244141,2,0,146.885
function@putxv,3,0,0,2,0,14,2,0,2,0,41.375
function@checkpoint,17,3,0,5,0,16,7.14162,0.749008,2.875,0,26.5127
function@mme_timer,0,0,0,0,0,0,0,0,0,0,0
function@mme_init,3,0,0,1,0,24,1.99999,0,1,0,46.0155
function@mme34,236,111,0,134,2,25,8193.22,3507.02,3287.12,8.03629,273.98
function@mme,0,0,0,0,0,0,0,0,0,0,0
function@mme4,0,0,0,0,0,0,0,0,0,0,0
function@mm_set_checkpoint,0,0,0,0,0,5,0,0,0,0,4.33333
function@md,19,52,0,30,8,39,67.1952,463.037,116.68,4.4143,96.7728
function@ebond,10,4,0,11,0,6,173.429,71,76.619,0,82.1429
function@eangl,49,32,0,31,0,7,903.714,588.286,471.19,0,103.429
function@ephi,117,137,0,83,4,8,1980.2,2213.19,1057.7,79.999,79.3741
function@nbond,64,14,0,44,1,5,3004.28,771.8,970.16,10.2,195.88
function@setseed,0,0,0,0,0,1,0,0,0,0,1
function@rseed,0,0,0,0,0,0,0,0,0,0,0
function@gauss,4,2,0,2,0,3,81.5,2,64,0,2.5
function@rand2,0,0,0,0,0,0,0,0,0,0,0
function@CG_exit,0,0,0,0,0,0,0,0,0,0,0
function@main,0,0,0,0,0,9,0,0,0,0,7.75
function@setpoint,0,0,0,0,0,6,0,0,0,0,5.11429
function@select_atoms,27,3,0,5,0,76,1120.98,37.5758,27.7898,0,613498
function@atom_in_aexpr,0,0,0,0,0,47,0,0,0,0,130.94
function@set_attr_if,0,0,0,0,0,7,0,0,0,0,7116.25
function@clear_attr,0,0,0,0,0,2,0,0,0,0,134.25
function@is_pattern,0,0,0,0,0,5,0,0,0,0,4.75163
function@match_atom_pat,0,0,0,0,0,2,0,0,0,0,2134.25
function@getreslibkind,0,0,0,0,0,5,0,0,0,0,17.7619
function@read_reslib,38,14,0,20,1,87,14.192,91.3522,3.24873,0.088837,165.148
function@setreslibkind,0,0,0,0,0,14,0,0,0,0,22.3054
function@getresidue,0,0,0,0,0,25,0,0,0,0,67.6293
function@copyresidue,23,3,0,8,0,26,5.65103,1.28622,2.14311,0,10.9295
function@copystrand,0,0,0,0,0,10,0,0,0,0,7.84615
function@copymolecule,0,0,0,0,0,9,0,0,0,0,21.0294
function@addres2reslib,1,0,0,1,0,9,7.81225,0,0.24414,0,34.6553
function@addbonds2reslib,0,0,0,0,0,4,0,0,0,0,13.7949
function@addqr2reslib,0,2,0,2,0,2,0,6.70732,3.65854,0,102.488
function@addchi2reslib,0,0,0,0,0,5,0,0,0,0,49.7381
function@ggets,0,0,0,0,0,7,0,0,0,0,5.14286
function@readparm,105,48,0,94,6,310,250.268,32.1898,37.2543,3,812.742
function@preadln,0,0,0,0,0,9,0,0,0,0,16.037
function@pfind,0,0,0,0,0,18,0,0,0,0,94.6465
function@FortranFormat,0,0,0,0,0,0,0,0,0,0,0
function@FortranWriteInt,0,0,0,0,0,1,0,0,0,0,1
function@FortranWriteDouble,0,0,0,0,0,0,0,0,0,0,0
function@FortranWriteString,0,0,0,0,0,1,0,0,0,0,1
function@FortranEndLine,0,0,0,0,0,0,0,0,0,0,0
function@writeparm,0,0,0,0,0,13,0,0,0,0,58.5736
function@copyparm,0,0,0,0,0,14,0,0,0,0,6.55396
function@readbinposhdr,0,0,0,0,0,1,0,0,0,0,1
function@readbinposfrm,0,0,0,0,0,13,0,0,0,0,7.15625
function@writebinposhdr,0,0,0,0,0,1,0,0,0,0,1
function@writebinposfrm,0,0,0,0,0,10,0,0,0,0,9.31249
function@nblist,131,27,0,23,3,29,282.057,24.0963,14.5,17.5,180.015
function@heapsort_index,0,0,0,0,0,19,0,0,0,0,452.812
function@buildkdtree,52,29,0,19,4,29,293.633,129.357,42.3951,18.2762,148.413
function@searchkdtree,15,3,0,10,0,11,84.625,34.875,10,0,86.625
function@heapsort_pairs,0,0,0,0,0,12,0,0,0,0,243.938
function@sDBRemoveSpaces,0,0,0,0,0,2,0,0,0,0,2
function@sDBRemoveControlAndPadding,0,0,0,0,0,4,0,0,0,0,15.35
function@sDBRemoveLeadingSpaces,0,0,0,0,0,0,0,0,0,0,0
function@sDBRemoveFirstString,0,0,0,0,0,7,0,0,0,0,4
function@dDictCreate,0,0,0,0,0,0,0,0,0,0,0
function@DictDestroy,0,0,0,0,0,2,0,0,0,0,2
function@DictAdd,0,0,0,0,0,10,0,0,0,0,8
function@vPDictFind,0,0,0,0,0,3,0,0,0,0,8.43902
function@vPDictDelete,2,1,0,1,0,4,0.4875,1,1,0,9.4
function@ziDictKeyCompare,0,0,0,0,0,0,0,0,0,0,0
function@dlDictLoop,0,0,0,0,0,1,0,0,0,0,1
function@vPDictNext,0,0,0,0,0,0,0,0,0,0,0
function@zbDBParseSimpleHeader,0,0,0,0,0,4,0,0,0,0,9.66667
function@CompactDataBase,6,1,0,3,1,19,246.349,10.1587,20.625,9.84127,1805.11
function@dbDBRndOpen,9,0,0,2,1,21,0.286844,0,0.124055,0.0871581,9.20527
function@bDBRndDeleteEntry,9,1,0,2,0,9,3.27342,1,2,0,25.8805
function@DBRndLoopEntryWithPrefix,0,0,0,0,0,7,0,0,0,0,18.125
function@bDBRndNextEntryWithPrefix,0,0,0,0,0,7,0,0,0,0,45.5
function@dbDBSeqOpen,0,0,0,0,0,14,0,0,0,0,8.86842
function@DBSeqRewind,0,0,0,0,0,2,0,0,0,0,5.55357
function@DBSeqSkipData,0,0,0,0,0,2,0,0,0,0,13.1905
function@lDBSeqCurPos,0,0,0,0,0,0,0,0,0,0,0
function@DBSeqGoto,0,0,0,0,0,1,0,0,0,0,1
function@bDBGetType,0,0,0,0,0,12,0,0,0,0,15.7996
function@bDBGetValue,8,0,0,4,0,66,0.847777,0,1.05269,0,24.0281
function@DBPutValue,6,12,0,4,1,32,4.25,5.98958,3.05208,1,85.3646
function@ePrepareDatabaseForEntry,12,0,0,2,0,14,8.78125,0,2,0,16.5156
function@ConstructDataHeader,0,0,0,0,0,13,0,0,0,0,7.80952
function@bDBGetTableType,21,0,0,10,4,40,24.4162,0,10.9383,0.437996,898.288
function@bDBGetTable,36,19,0,54,5,127,8.18435,11.8293,13.2088,0.468998,52.8665
function@sStripString,0,0,0,0,0,7,0,0,0,0,70.087
function@DBPutTable,60,17,0,64,3,108,574.575,180.995,203.37,180.625,1479.6
function@AddColumnType,0,0,0,0,0,9,0,0,0,0,8
function@ConcatString,0,0,0,0,0,5,0,0,0,0,33
function@DBClose,0,0,0,0,0,2,0,0,0,0,1.5
function@DBPushPrefix,0,0,0,0,0,5,0,0,0,0,16.125
function@DBPopPrefix,0,0,0,0,0,0,0,0,0,0,0
function@DBZeroPrefix,0,0,0,0,0,0,0,0,0,0,0
function@DBPushZeroPrefix,0,0,0,0,0,3,0,0,0,0,3
