"Função heurística: div(cost,mul(area,pow(degree,2)))",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@getxyz,0,0,0,0,0,0,0,0,0,0,0
function@getxyzw,3,0,0,2,0,17,26,0,2,0,99.8789
function@putxyz,0,0,0,0,0,0,0,0,0,0,0
function@putxyzw,0,0,0,0,0,11,0,0,0,0,27.875
function@strindex,0,0,0,0,0,4,0,0,0,0,1.92672
function@getxv,6,0,0,2,0,24,25.9844,0,2,0,143.879
function@putxv,2,0,0,2,0,14,2,0,2,0,41.375
function@checkpoint,6,0,0,4,0,25,1.62202,0,1.49802,0,31.2832
function@mme_timer,0,0,0,0,0,0,0,0,0,0,0
function@mme_init,1,0,0,1,0,20,0.499997,0,1,0,18.5156
function@mme34,162,46,0,130,1,41,4604.76,1318.84,2443.52,4.01815,480.979
function@mme,0,0,0,0,0,0,0,0,0,0,0
function@mme4,0,0,0,0,0,0,0,0,0,0,0
function@mm_set_checkpoint,0,0,0,0,0,5,0,0,0,0,4.33333
function@md,31,21,0,20,2,68,75.4022,110.974,24.2539,0.664306,249.968
function@ebond,7,1,0,8,0,7,71,10.1429,43.0476,0,83.1429
function@eangl,18,9,0,27,0,8,344.857,182.571,401.19,0,142
function@ephi,82,22,0,65,0,42,580.094,398.36,723.742,0,467.911
function@nbond,40,4,0,36,0,9,1740.8,186.88,716.4,0,249.76
function@setseed,0,0,0,0,0,1,0,0,0,0,1
function@rseed,0,0,0,0,0,0,0,0,0,0,0
function@gauss,1,2,0,2,0,2,32,2,33,0,2
function@main,0,0,0,0,0,9,0,0,0,0,7.75
function@setpoint,0,0,0,0,0,6,0,0,0,0,5.11429
function@select_atoms,12,0,0,4,0,78,623.525,0,27.7519,0,142500
function@atom_in_aexpr,0,0,0,0,0,46,0,0,0,0,129.94
function@set_attr_if,0,0,0,0,0,5,0,0,0,0,7114.25
function@clear_attr,0,0,0,0,0,1,0,0,0,0,133.25
function@is_pattern,0,0,0,0,0,4,0,0,0,0,3.75163
function@match_atom_pat,0,0,0,0,0,1,0,0,0,0,1
function@getreslibkind,0,0,0,0,0,5,0,0,0,0,17.7619
function@read_reslib,40,2,0,19,0,131,11.857,44.7179,4.9228,0,236.392
function@setreslibkind,0,0,0,0,0,14,0,0,0,0,22.3054
function@getresidue,0,0,0,0,0,25,0,0,0,0,67.6293
function@copyresidue,4,1,0,4,0,32,0.572442,1.78883,0.485235,0,13.4482
function@copystrand,0,0,0,0,0,9,0,0,0,0,5.39423
function@copymolecule,0,0,0,0,0,9,0,0,0,0,21.0294
function@addres2reslib,1,0,0,1,0,9,7.81225,0,0.24414,0,34.6553
function@addbonds2reslib,0,0,0,0,0,3,0,0,0,0,13.3028
function@addqr2reslib,1,0,0,1,0,2,3.04878,0,6.21951,0,102.488
function@addchi2reslib,0,0,0,0,0,5,0,0,0,0,49.7381
function@ggets,0,0,0,0,0,7,0,0,0,0,5.14286
function@readparm,173,14,0,70,0,316,308.009,5.87499,30.4052,0,641.492
function@preadln,0,0,0,0,0,9,0,0,0,0,16.037
function@pfind,0,0,0,0,0,18,0,0,0,0,94.6465
function@FortranFormat,0,0,0,0,0,0,0,0,0,0,0
function@FortranWriteInt,0,0,0,0,0,1,0,0,0,0,1
function@FortranWriteDouble,0,0,0,0,0,0,0,0,0,0,0
function@FortranWriteString,0,0,0,0,0,1,0,0,0,0,1
function@FortranEndLine,0,0,0,0,0,0,0,0,0,0,0
function@writeparm,0,0,0,0,0,13,0,0,0,0,58.5736
function@copyparm,0,0,0,0,0,14,0,0,0,0,6.55396
function@readbinposhdr,0,0,0,0,0,1,0,0,0,0,1
function@readbinposfrm,0,0,0,0,0,12,0,0,0,0,6.65625
function@writebinposhdr,0,0,0,0,0,1,0,0,0,0,1
function@writebinposfrm,0,0,0,0,0,10,0,0,0,0,9.31249
function@nblist,40,2,0,24,0,83,178.824,16.5,30,0,247.362
function@heapsort_index,0,0,0,0,0,14,0,0,0,0,447.812
function@buildkdtree,35,13,0,13,0,50,79.3357,39.1399,31.0559,0,196.262
function@searchkdtree,13,1,0,11,0,18,90.875,3,11,0,131.125
function@heapsort_pairs,0,0,0,0,0,10,0,0,0,0,241.938
function@sDBRemoveSpaces,0,0,0,0,0,2,0,0,0,0,2
function@sDBRemoveControlAndPadding,0,0,0,0,0,4,0,0,0,0,15.35
function@sDBRemoveLeadingSpaces,0,0,0,0,0,0,0,0,0,0,0
function@sDBRemoveFirstString,0,0,0,0,0,7,0,0,0,0,4
function@dDictCreate,0,0,0,0,0,0,0,0,0,0,0
function@DictDestroy,0,0,0,0,0,2,0,0,0,0,2
function@DictAdd,0,0,0,0,0,8,0,0,0,0,7
function@vPDictFind,0,0,0,0,0,3,0,0,0,0,8.43902
function@vPDictDelete,0,0,0,0,0,6,0,0,0,0,8.7
function@ziDictKeyCompare,0,0,0,0,0,0,0,0,0,0,0
function@dlDictLoop,0,0,0,0,0,1,0,0,0,0,1
function@vPDictNext,0,0,0,0,0,0,0,0,0,0,0
function@zbDBParseSimpleHeader,0,0,0,0,0,4,0,0,0,0,9.66667
function@CompactDataBase,4,0,0,3,0,18,58.4325,0,20.3075,0,1776.52
function@dbDBRndOpen,5,0,0,4,0,26,0.190853,0,0.160951,0,9.44363
function@bDBRndDeleteEntry,1,0,0,1,0,11,0.124008,0,0.390625,0,26.1104
function@DBRndLoopEntryWithPrefix,0,0,0,0,0,7,0,0,0,0,18.125
function@bDBRndNextEntryWithPrefix,0,0,0,0,0,7,0,0,0,0,45.5
function@dbDBSeqOpen,0,0,0,0,0,14,0,0,0,0,8.86842
function@DBSeqRewind,0,0,0,0,0,2,0,0,0,0,5.55357
function@DBSeqSkipData,0,0,0,0,0,2,0,0,0,0,13.1905
function@lDBSeqCurPos,0,0,0,0,0,0,0,0,0,0,0
function@DBSeqGoto,0,0,0,0,0,1,0,0,0,0,1
function@bDBGetType,0,0,0,0,0,11,0,0,0,0,14.7996
function@bDBGetValue,5,2,0,4,0,69,0.110573,0.0320554,0.417772,0,27.5963
function@DBPutValue,9,3,0,3,0,45,9.08333,0.15625,2.05208,0,101.208
function@ePrepareDatabaseForEntry,4,0,0,2,0,11,1.96875,0,2,0,14.6406
function@ConstructDataHeader,0,0,0,0,0,13,0,0,0,0,7.80952
function@bDBGetTableType,11,0,0,10,0,44,19.4589,0,9.85262,0,900.069
function@bDBGetTable,22,18,0,53,0,145,3.30321,11.6302,11.0548,0,60.943
function@sStripString,0,0,0,0,0,7,0,0,0,0,70.087
function@DBPutTable,40,20,0,65,0,140,537.858,1301,542.562,0,2429.14
function@AddColumnType,0,0,0,0,0,9,0,0,0,0,8
function@ConcatString,0,0,0,0,0,5,0,0,0,0,33
function@DBClose,0,0,0,0,0,2,0,0,0,0,1.5
function@DBPushPrefix,0,0,0,0,0,5,0,0,0,0,16.125
function@DBPopPrefix,0,0,0,0,0,0,0,0,0,0,0
function@DBZeroPrefix,0,0,0,0,0,0,0,0,0,0,0
function@DBPushZeroPrefix,0,0,0,0,0,3,0,0,0,0,3
